Kadabra,Psychic,Psychic,1,False
Alakazam,Psychic,Psychic,1,False
Machop,Fighting,Fighting,1,False
Machoke,Fighting,Fighting,1,False
Machamp,Fighting,Fighting,1,False
Bellsprout,Grass,Poison,1,False
Weepinbell,Grass,Poison,1,False
Victreebel,Grass,Poison,1,False
Tentacool,Water,Poison,1,False
Tentacruel,Water,Poison,1,False
Geodude,Rock,Ground,1,False
Graveler,Rock,Ground,1,False
Golem,Rock,Ground,1,False
Ponyta,Fire,Fire,1,False
Rapidash,Fire,Fire,1,False
Slowpoke,Water,Psychic,1,False
Slowbro,Water,Psychic,1,False
Magnemite,Electric,Steel,1,False
Magneton,Electric,Steel,1,False
Farfetch'd,Normal,Flying,1,False
Doduo,Normal,Flying,1,False
Dodrio,Normal,Flying,1,False
Seel,Water,Water,1,False
Dewgong,Water,Ice,1,False
Grimer,Poison,Poison,1,False
Muk,Poison,Poison,1,False
Shellder,Water,Water,1,False
Cloyster,Water,Ice,1,False
Gastly,Ghost,Poison,1,False
Haunter,Ghost,Poison,1,False
Gengar,Ghost,Poison,1,False
Onix,Rock,Ground,1,False
Drowzee,Psychic,Psychic,1,False
Hypno,Psychic,Psychic,1,False
Krabby,Water,Water,1,False
Kingler,Water,Water,1,False
Voltorb,Electric,Electric,1,False
Electrode,Electric,Electric,1,False
Exeggcute,Grass,Psychic,1,False
Exeggutor,Grass,Psychic,1,False
Cubone,Ground,Ground,1,False
Marowak,Ground,Ground,1,False
Hitmonlee,Fighting,Fighting,1,False
Hitmonchan,Fighting,Fighting,1,False
Lickitung,Normal,Normal,1,False
Koffing,Poison,Poison,1,False
Weezing,Poison,Poison,1,False
Rhyhorn,Ground,Rock,1,False
Rhydon,Ground,Rock,1,False
Chansey,Normal,Normal,1,False
Tangela,Grass,Grass,1,False
Kangaskhan,Normal,Normal,1,False
Horsea,Water,Water,1,False
Seadra,Water,Water,1,False
Goldeen,Water,Water,1,False
Seaking,Water,Water,1,False
Staryu,Water,Water,1,False
Starmie,Water,Psychic,1,False
Mr. Mime,Psychic,Fairy,1,False
Scyther,Bug,Flying,1,False
Jynx,Ice,Psychic,1,False
Electabuzz,Electric,Electric,1,False
Magmar,Fire,Fire,1,False
Pinsir,Bug,Bug,1,False
Tauros,Normal,Normal,1,False
Magikarp,Water,Water,1,False
Gyarados,Water,Flying,1,False
Lapras,Water,Ice,1,False
Ditto,Normal,Normal,1,False
Eevee,Normal,Normal,1,False
Vaporeon,Water,Water,1,False
Jolteon,Electric,Electric,1,False
Flareon,Fire,Fire,1,False
Porygon,Normal,Normal,1,False
Omanyte,Rock,Water,1,False
Omastar,Rock,Water,1,False
Kabuto,Rock,Water,1,False
Kabutops,Rock,Water,1,False
Aerodactyl,Rock,Flying,1,False
Snorlax,Normal,Normal,1,False
Articuno,Ice,Flying,1,True
Zapdos,Electric,Flying,1,True
Moltres,Fire,Flying,1,True
Dratini,Dragon,Dragon,1,False
Dragonair,Dragon,Dragon,1,False
Dragonite,Dragon,Flying,1,False
Mewtwo,Psychic,Psychic,1,True
Mew,Psychic,Psychic,1,False
Chikorita,Grass,Grass,2,False
Bayleef,Grass,Grass,2,False
Meganium,Grass,Grass,2,False
Cyndaquil,Fire,Fire,2,False
Quilava,Fire,Fire,2,False
Typhlosion,Fire,Fire,2,False
Totodile,Water,Water,2,False
Croconaw,Water,Water,2,False
Feraligatr,Water,Water,2,False
Sentret,Normal,Normal,2,False
Furret,Normal,Normal,2,False
Hoothoot,Normal,Flying,2,False
Noctowl,Normal,Flying,2,False
Ledyba,Bug,Flying,2,False
Ledian,Bug,Flying,2,False
Spinarak,Bug,Poison,2,False
Ariados,Bug,Poison,2,False
Crobat,Poison,Flying,2,False
Chinchou,Water,Electric,2,False
Lanturn,Water,Electric,2,False
Pichu,Electric,Electric,2,False
Cleffa,Fairy,Fairy,2,False
Igglybuff,Normal,Fairy,2,False
Togepi,Fairy,Fairy,2,False
Togetic,Fairy,Flying,2,False
Natu,Psychic,Flying,2,False
Xatu,Psychic,Flying,2,False
Mareep,Electric,Electric,2,False
Flaaffy,Electric,Electric,2,False
Ampharos,Electric,Electric,2,False
Bellossom,Grass,Grass,2,False
Marill,Water,Fairy,2,False
Azumarill,Water,Fairy,2,False
Sudowoodo,Rock,Rock,2,False
Politoed,Water,Water,2,False
Hoppip,Grass,Flying,2,False
Skiploom,Grass,Flying,2,False
Jumpluff,Grass,Flying,2,False
Aipom,Normal,Normal,2,False
Sunkern,Grass,Grass,2,False
Sunflora,Grass,Grass,2,False
Yanma,Bug,Flying,2,False
Wooper,Water,Ground,2,False
Quagsire,Water,Ground,2,False
Espeon,Psychic,Psychic,2,False
Umbreon,Dark,Dark,2,False
Murkrow,Dark,Flying,2,False
Slowking,Water,Psychic,2,False
Misdreavus,Ghost,Ghost,2,False
Unown,Psychic,Psychic,2,False
Wobbuffet,Psychic,Psychic,2,False
Girafarig,Normal,Psychic,2,False
Pineco,Bug,Bug,2,False
Forretress,Bug,Steel,2,False
Dunsparce,Normal,Normal,2,False
Gligar,Ground,Flying,2,False
Steelix,Steel,Ground,2,False
Snubbull,Fairy,Fairy,2,False
Granbull,Fairy,Fairy,2,False
Qwilfish,Water,Poison,2,False
Scizor,Bug,Steel,2,False
Shuckle,Bug,Rock,2,False
Heracross,Bug,Fighting,2,False
Sneasel,Dark,Ice,2,False
Teddiursa,Normal,Normal,2,False
Ursaring,Normal,Normal,2,False
Slugma,Fire,Fire,2,False
Magcargo,Fire,Rock,2,False
Swinub,Ice,Ground,2,False
Piloswine,Ice,Ground,2,False
Corsola,Water,Rock,2,False
Remoraid,Water,Water,2,False
Octillery,Water,Water,2,False
Delibird,Ice,Flying,2,False
Mantine,Water,Flying,2,False
Skarmory,Steel,Flying,2,False
Houndour,Dark,Fire,2,False
Houndoom,Dark,Fire,2,False
Kingdra,Water,Dragon,2,False
Phanpy,Ground,Ground,2,False
Donphan,Ground,Ground,2,False
Porygon2,Normal,Normal,2,False
Stantler,Normal,Normal,2,False
Smeargle,Normal,Normal,2,False
Tyrogue,Fighting,Fighting,2,False
Hitmontop,Fighting,Fighting,2,False
Smoochum,Ice,Psychic,2,False
Elekid,Electric,Electric,2,False
Magby,Fire,Fire,2,False
Miltank,Normal,Normal,2,False
Blissey,Normal,Normal,2,False
Raikou,Electric,Electric,2,True
Entei,Fire,Fire,2,True
Suicune,Water,Water,2,True
Larvitar,Rock,Ground,2,False
Pupitar,Rock,Ground,2,False
Tyranitar,Rock,Dark,2,False
Lugia,Psychic,Flying,2,True
Ho-oh,Fire,Flying,2,True
Celebi,Psychic,Grass,2,False
Treecko,Grass,Grass,3,False
Grovyle,Grass,Grass,3,False
Sceptile,Grass,Grass,3,False
Torchic,Fire,Fire,3,False
Combusken,Fire,Fighting,3,False
Blaziken,Fire,Fighting,3,False
Mudkip,Water,Water,3,False
Marshtomp,Water,Ground,3,False
Swampert,Water,Ground,3,False
Poochyena,Dark,Dark,3,False
Mightyena,Dark,Dark,3,False
Zigzagoon,Normal,Normal,3,False
Linoone,Normal,Normal,3,False
Wurmple,Bug,Bug,3,False
Silcoon,Bug,Bug,3,False
Beautifly,Bug,Flying,3,False
Cascoon,Bug,Bug,3,False
Dustox,Bug,Poison,3,False
Lotad,Water,Grass,3,False
Lombre,Water,Grass,3,False
Ludicolo,Water,Grass,3,False
Seedot,Grass,Grass,3,False
Nuzleaf,Grass,Dark,3,False
Shiftry,Grass,Dark,3,False
Taillow,Normal,Flying,3,False
Swellow,Normal,Flying,3,False
Wingull,Water,Flying,3,False
Pelipper,Water,Flying,3,False
Ralts,Psychic,Fairy,3,False
Kirlia,Psychic,Fairy,3,False
Gardevoir,Psychic,Fairy,3,False
Surskit,Bug,Water,3,False
Masquerain,Bug,Flying,3,False
Shroomish,Grass,Grass,3,False
Breloom,Grass,Fighting,3,False
Slakoth,Normal,Normal,3,False
Vigoroth,Normal,Normal,3,False
Slaking,Normal,Normal,3,False
Nincada,Bug,Ground,3,False
Ninjask,Bug,Flying,3,False
Shedinja,Bug,Ghost,3,False
Whismur,Normal,Normal,3,False
Loudred,Normal,Normal,3,False
Exploud,Normal,Normal,3,False
Makuhita,Fighting,Fighting,3,False
Hariyama,Fighting,Fighting,3,False
Azurill,Normal,Fairy,3,False
Nosepass,Rock,Rock,3,False
Skitty,Normal,Normal,3,False
Delcatty,Normal,Normal,3,False
Sableye,Dark,Ghost,3,False
Mawile,Steel,Fairy,3,False
Aron,Steel,Rock,3,False
Lairon,Steel,Rock,3,False
Aggron,Steel,Rock,3,False
Meditite,Fighting,Psychic,3,False
Medicham,Fighting,Psychic,3,False
Electrike,Electric,Electric,3,False
Manectric,Electric,Electric,3,False
Plusle,Electric,Electric,3,False
Minun,Electric,Electric,3,False
Volbeat,Bug,Bug,3,False
Illumise,Bug,Bug,3,False
Roselia,Grass,Poison,3,False
Gulpin,Poison,Poison,3,False
Swalot,Poison,Poison,3,False
Carvanha,Water,Dark,3,False
Sharpedo,Water,Dark,3,False
Wailmer,Water,Water,3,False
Wailord,Water,Water,3,False
Numel,Fire,Ground,3,False
Camerupt,Fire,Ground,3,False
Torkoal,Fire,Fire,3,False
Spoink,Psychic,Psychic,3,False
Grumpig,Psychic,Psychic,3,False
Spinda,Normal,Normal,3,False
Trapinch,Ground,Ground,3,False
Vibrava,Ground,Dragon,3,False
Flygon,Ground,Dragon,3,False
Cacnea,Grass,Grass,3,False
Cacturne,Grass,Dark,3,False
Swablu,Normal,Flying,3,False
Altaria,Dragon,Flying,3,False
Zangoose,Normal,Normal,3,False
Seviper,Poison,Poison,3,False
Lunatone,Rock,Psychic,3,False
Solrock,Rock,Psychic,3,False
Barboach,Water,Ground,3,False
Whiscash,Water,Ground,3,False
Corphish,Water,Water,3,False
Crawdaunt,Water,Dark,3,False
Baltoy,Ground,Psychic,3,False
Claydol,Ground,Psychic,3,False
Lileep,Rock,Grass,3,False
Cradily,Rock,Grass,3,False
Anorith,Rock,Bug,3,False
Armaldo,Rock,Bug,3,False
Feebas,Water,Water,3,False
Milotic,Water,Water,3,False
Castform,Normal,Normal,3,False
Kecleon,Normal,Normal,3,False
Shuppet,Ghost,Ghost,3,False
Banette,Ghost,Ghost,3,False
Duskull,Ghost,Ghost,3,False
Dusclops,Ghost,Ghost,3,False
Tropius,Grass,Flying,3,False
Chimecho,Psychic,Psychic,3,False
Absol,Dark,Dark,3,False
Wynaut,Psychic,Psychic,3,False
Snorunt,Ice,Ice,3,False
Glalie,Ice,Ice,3,False
Spheal,Ice,Water,3,False
Sealeo,Ice,Water,3,False
Walrein,Ice,Water,3,False
Clamperl,Water,Water,3,False
Huntail,Water,Water,3,False
Gorebyss,Water,Water,3,False
Relicanth,Water,Rock,3,False
Luvdisc,Water,Water,3,False
Bagon,Dragon,Dragon,3,False
Shelgon,Dragon,Dragon,3,False
Salamence,Dragon,Flying,3,False
Beldum,Steel,Psychic,3,False
Metang,Steel,Psychic,3,False
Metagross,Steel,Psychic,3,False
Regirock,Rock,Rock,3,True
Regice,Ice,Ice,3,True
Registeel,Steel,Steel,3,True
Latias,Dragon,Psychic,3,True
Latios,Dragon,Psychic,3,True
Kyogre,Water,Water,3,True
Groudon,Ground,Ground,3,True
Rayquaza,Dragon,Flying,3,True
Jirachi,Steel,Psychic,3,True
